"Manage Shopping Cart","Savatchani boshqarish"
"Create Order","Buyurtma yarating"
"Back","Orqaga"
"Add Products","Mahsulot qo'shish"
"Update Items and Quantities","Mahsulotlar va miqdorlarni yangilash"
"Are you sure you want to clear your cart?","Chindan ham savatni tozalashni xohlaysizmi?"
"Clear my shopping cart","Savatchani tozalash"
"Add selections to my cart","Savatchaga tanlangan qo'shish"
"Cancel","Bekor qilish"
"Shopping Cart for %1 in %2","Savatcha %1 va %2 uchun"
"Select products you want to buy","Sotib olmoqchi bo'lgan mahsulotlarni tanlang"
"Product","Mahsulot"
"Price","Narx"
"Quantity","Miqdor"
"Products in the Comparison List (%1)","Taqqoslash ro'yxatidagi ma'lumotlar (%1)"
"Last ordered items (%1)","So'nggi paytdagi buyurtmalar (%1)"
"Products","Mahsulotlar"
"ID","ID"
"SKU","SKU"
"Recently Compared Products (%1)","So'nggi taqqoslangan mahsulotlar (%1)"
"Recently Viewed Products (%1)","So'nggi ko'rilgan mahsulotlar (%1)"
"Add to Shopping Cart by SKU","Savatchaga qo'shish"
"Add to Shopping Cart","Savatchaga qo'shish"
"Wish List (%1)","Tanlanganlar ro'yxati (%1)"
"Apply","Tasdiqlash"
"Configure","Konfiguratsiya"
"Add to Order by SKU","SKU tartibida buyurtma qo'shish"
"Add to Order","Buyurtma qo'shish"
"Add Products to Order","Buyurtma bo'yicha mahsulot qo'shish"
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> mahsulot (lar) e'tiborni talab qiladi.</span>"
"Remove All","Barchasini o'chirish"
"Only %1%2%3 left in stock","Aksiya bo'yicha faqat %1%2%3 qolgan"
"You can buy up to %1 of these per purchase.","Har bir xaritda %1 gacha xarid qilishingiz mumkin."
"You must buy at least %1 of these per purchase.","Har xarid uchun kamida %1 sotib olishingiz kerak."
"Specify the product's options.","Mahsulot turlarini belgilang."
"Alert me when this item is available.","Mahsulot mavjud bo'lganda menga xabar qiling."
"We can't find this customer.","We can't find this customer."
"Shopping cart management is disabled for this customer.","Ushbu mijoz uchun savatchani boshqarish o'chirib qo'yilgan."
"We can't find this store.","We can't find this store."
"Customers","Xaridorlar"
"Shopping Cart","Savatcha"
"Sorry, something went wrong. You can find out more in the error log.","Sorry, something went wrong. You can find out more in the error log."
"You do not have access to this.","Bunga sizda ruxsat yo'q."
"Ordered item id is not received.","Ordered item id is not received."
"Ordered item is not loaded.","Ordered item is not loaded."
"Quote item id is not received.","Quote item id is not received."
"Quote item is not loaded.","Quote item is not loaded."
"The wish list item id is not received.","The wish list item id is not received."
"The wish list item is not loaded.","The wish list item is not loaded."
"An error has occurred. See error log for details.","Xatolik yuz berdi. Tafsilotlar uchun xatolar jurnaliga qarang."
"You cannot configure a product.","Siz mahsulotni sozlay olmaysiz."
"You removed the items.","Siz narsalarni o'chirib tashladingiz."
"You removed the item.","Siz narsalarni o'chirib tashladingiz."
"You added %1 to your shopping cart.","%1 ta mahsulot savatchaga qo'shildi."
"You cannot add a product.","Siz mahsulotni qo'sha olmaysiz."
"Order by SKU","SKU bo'yicha buyurtma"
"The SKU was not found in the catalog.","SKU katalogda topilmadi."
"Availability: Out of stock.","Mavjudligi: Sotib bo'lingan."
"We don't have as many of these as you want.","We don't have as many of these as you want."
"You can't add this many to your cart.","You can't add this many to your cart."
"You need to choose options for your item.","Siz elementni tanlashingiz kerak."
"We can't add the item to your cart.","We can't add the item to your cart."
"Please enter an actual number in the ""Qty"" field.","Iltimos, ""Miqdor"" maydoniga haqiqiy raqamni kiriting."
"This product is assigned to another website.","Ushbu mahsulot boshqa veb-saytga beriladi."
"You can add only enabled products.","Faqatgina mavjud mahsulotlarni qo'shishingiz mumkin."
"You cannot upload this file.","Ushbu faylni yuklay olmaysiz."
"The file is empty.","Fayl bo'sh."
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","SKU mahsulotiga kirmadingiz. Mahsulot (lar) ni SKU-ga qo'shish uchun <a href=""%1""> bu yerni bosing </a>."
"You have not entered a product SKU.","Siz mahsulot raqamini ko'rsatmadingiz."
"We can't add a product to cart by id ""%1"".","""%1"" ID bo'yicha mahsulotni savat qo'shishning iloji yo'q."
"Something went wrong while reordering this product.","Ushbu mahsulotni qayta belgilashda xatolik yuz berdi."
