"Manage Shopping Cart","장바구니 관리"
"Create Order","주문 생성"
"Back","이전"
"Add Products","상품 추가"
"Update Items and Quantities","항목 및 수량 업데이트"
"Are you sure you want to clear your cart?","정말로 장바구니를 비우시겠습니까?"
"Clear my shopping cart","장바구니 비우기"
"Add selections to my cart","내 장바구니에 선택 추가"
"Cancel","취소"
"Shopping Cart for %1 in %2","%2 에서 %1에 대한 장바구니"
"Select products you want to buy","구매하려는 상품 선택"
"Product","상품"
"Price","가격"
"Quantity","수량"
"Products in the Comparison List (%1)","비교리스트 상품 (%1)"
"Last ordered items (%1)","최근 주문한 항목 (%1)"
"Products","상품"
"ID","ID"
"SKU","SKU"
"Recently Compared Products (%1)","최근 비교한 상품 (%1)"
"Recently Viewed Products (%1)","최근 본 상품 (%1)"
"Add to Shopping Cart by SKU","SKU로 장바구니에 추가"
"Add to Shopping Cart","장바구니에 추가"
"Wish List (%1)","위시리스트 (%1)"
"Apply","적용"
"Configure","설정"
"Add to Order by SKU","SKU로 주문에 추가"
"Add to Order","주문에 추가"
"Add Products to Order","주문에 상품 추가"
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span>개의 상품은 주의가 필요합니다.</span>"
"Remove All","모두 삭제"
"Only %1%2%3 left in stock","%1%2%3만 재고 있음"
"You can buy up to %1 of these per purchase.","최대 구매수량은 %1개 입니다."
"You must buy at least %1 of these per purchase.","최소 구매 수량은 %1개 입니다."
"Specify the product's options.","상품 옵션을 지정해 주십시오."
"Alert me when this item is available.","상품이 구매가능해지면 알려주십시오."
"We can't find this customer.","이 고객을 찾을 수 없습니다."
"Shopping cart management is disabled for this customer.","해당 고객은 장바구니 관리를 사용할 수 없습니다."
"We can't find this store.","이 상점을 찾을 수 없습니다."
"Customers","고객"
"Shopping Cart","장바구니"
"Sorry, something went wrong. You can find out more in the error log.","죄송합니다, 문제가 발생했습니다. 에러 로그에서 자세한 사항을 확인하십시오."
"You do not have access to this.","접근할 수 없습니다."
"Ordered item id is not received.","주문한 상품 Id를 받지 못했습니다."
"Ordered item is not loaded.","주문한 상품을 불러오지 못했습니다."
"Quote item id is not received.","견적 항목의 id를 받지 못했습니다."
"Quote item is not loaded.","견적 항목이 로드되지 않았습니다."
"The wish list item id is not received.","위시 리스트 항목의 id를 받지 못했습니다."
"The wish list item is not loaded.","위시 리스트 항목을 로드하지 못했습니다."
"An error has occurred. See error log for details.","오류가 발생했습니다. 자세한 내용은 에러 로그를 참조하십시오."
"You cannot configure a product.","상품을 설정할 수 없습니다."
"You removed the items.","항목을 삭제했습니다."
"You removed the item.","항목을 삭제했습니다."
"You added %1 to your shopping cart.","장바구니에 %1을 추가했습니다."
"You cannot add a product.","상품을 추가할 수 없습니다."
"Order by SKU","SKU로 정렬"
"The SKU was not found in the catalog.","SKU를 찾을 수 없습니다."
"Availability: Out of stock.","재고여부: 품절"
"We don't have as many of these as you want.","요구하는 것에 비해 수량이 부족합니다."
"You can't add this many to your cart.","장바구니에 이정도 많이 추가할 수 없습니다."
"You need to choose options for your item.","상품 옵션을 선택해야 합니다."
"We can't add the item to your cart.","장바구니에 항목을 추가할 수 없습니다."
"Please enter an actual number in the ""Qty"" field.","""수량""에는 실제 숫자를 입력해 주십시오."
"This product is assigned to another website.","이 상품은 다른 웹사이트에 할당됩니다."
"You can add only enabled products.","구매 가능한 상품만 추가할 수 있습니다."
"You cannot upload this file.","파일을 업로드 할 수 없습니다."
"The file is empty.","파일이 비어있습니다."
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","상품 SKU를 입력하지 않았습니다. <a href=""%1"">여기를 클릭</a>하여 SKU로 상품을 추가해주세요."
"You have not entered a product SKU.","상품 SKU를 입력하지 않았습니다."
"We can't add a product to cart by id ""%1"".","ID ""%1"" 로 상품을 추가 할 수 없습니다."
"Something went wrong while reordering this product.","상품을 재주문하는 동안 뭔가 문제가 발생했습니다."
"We can't find this wish list.","We can't find this wish list."
"You added %1 product to your shopping cart.","장바구니에 %1 상품을 추가했습니다."
"You added %1 products to your shopping cart.","장바구니에 %1 상품을 추가했습니다."
"%1 product requires your attention.","%1 상품은 주의가 필요합니다."
"%1 products require your attention.","%1 상품은 주의가 필요합니다."
"Yes, for Specified Customer Groups","예, 지정된 고급 그룹만 사용"
"Yes, for Everyone","예, 모두 사용"
"No","아니오"
"The file is corrupt.","파일이 손상되었습니다."
"Please upload the file in .csv format.",".csv 형식의 파일을 업로드해주세요."
"%1 item(s) need your attention.","%1 항목은 주의가 필요합니다."
"Apply Coupon Code","쿠폰 코드 적용"
"Remove Coupon Code","쿠폰 코드 삭제"
"Remove","삭제"
"The coupon code ""%1"" is not valid.","쿠폰 코드 ""%1""이(가) 올바르지 않습니다."
"Shopping Cart Items","장바구니 항목"
"Qty","수량"
"Subtotal","소계"
"Discount","할인"
"Row Subtotal","행 소계"
"Action","동작"
"No ordered items","주문 항목 없음"
"Total %1 product(s)","총 %1종 상품"
"Subtotal:","소계:"
"Please select","선택하세요"
"Move to Wish List","위시리스트로 이동"
"No item specified.","지정된 항목이 없습니다."
"Are you sure you want to remove this item?","정말로 이 항목을 삭제하시겠습니까?"
"SKU number","SKU 번호"
"Upload File","파일 업로드"
"Your csv file must include ""sku"" and ""qty"" columns.","csv 파일에 반드시 ""sku""와 ""qty"" 컬럼이 있어야 합니다."
"Reset","초기화"
"SKU: ","SKU: "
"Only <span id=""%1_max_allowed"">%2</span> in stock","<span id=""%1_max_allowed"">%2</span>만 재고있음"
"Item","항목"
"See price before order confirmation.","판매가를 잘 확인하신 후 주문을 확정해주세요."
"What's this?","이게 뭐죠?"
"Incl. Tax","세금 포함"
"Excl. Tax","세금 제외"
"Edit item parameters","항목 매개 변수 수정"
"Edit","수정"
"Remove item","항목 삭제"
"Products Requiring Attention","주의 필요 상품"
"Add to Cart","장바구니에 추가"
"Sku","Sku"
"File","파일"
"File extensions allowed: .csv","허용되는 파일 확장자: .csv"
"Add Row","행 추가"
"Remove Row","열 삭제"
"Add Products By SKU","SKU로 상품 추가"
"Shopping Cart Management","장바구니 관리"
"View Shopping Cart","장바구니 보기"
"View and modify Shopping Cart","장바구니 보기 및 수정"
"Order by SKU Settings","SKU로 주문 설정"
"Enable Order by SKU on My Account in Storefront","스토어프론트의 내 계정에서 SKU로 주문 활성화"
"Customer Groups","고객 그룹"
"Apply Coupon","쿠폰 적용"
"Order by SKU Description","SKU로 주문 설명"
"Display a Link to Loading a Spreadsheet","스프래드시트를 불러올 링크 표시"
"Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget","내 계정 &gt; SKU로 주문 페이지 링크를 위젯에 표시할 지 여부를 정의"
"Link Text","링크 텍스트"
"The text of the link to the My Account &gt; Order by SKU page","내 계정 &gt; SKU로 주문 페이지 링크의 텍스트"
"Load a list of SKUs","SKU 목록 불러오기"
"Order by SKU Template","SKU 주문 템플릿"
"SKU not found in catalog.","카탈로그에서 SKU를 찾지 못했습니다."
"This file needs to be in .csv format.","This file needs to be in .csv format."
"This customer couldn't be found. Verify the customer and try again.","This customer couldn't be found. Verify the customer and try again."
"This store couldn't be found. Verify the store and try again.","This store couldn't be found. Verify the store and try again."
"An error occurred. For details, see the error log.","An error occurred. For details, see the error log."
"Orders can only be completed in an active store. Verify the store and try again.","Orders can only be completed in an active store. Verify the store and try again."
"The ordered item needs to be loaded. Load the item and try again.","The ordered item needs to be loaded. Load the item and try again."
"The quote item ID needs to be received. Set the ID and try again.","The quote item ID needs to be received. Set the ID and try again."
"The quote item needs to be loaded. Load the item and try again.","The quote item needs to be loaded. Load the item and try again."
"The wish list item ID needs to be received. Set the ID and try again.","The wish list item ID needs to be received. Set the ID and try again."
"The wish list item needs to be loaded. Load the item and try again.","The wish list item needs to be loaded. Load the item and try again."
"The file is corrupt and can't be used.","The file is corrupt and can't be used."
