"Wishlist","ಇಚ್ಛಾಪಟ್ಟಿ"
"Customer's Wish List Report","ಗ್ರಾಹಕರ ಇಚ್ಛಾಪಟ್ಟಿ ವರದಿ"
"My Wish Lists","ನನ್ನ ಇಚ್ಛಾಪಟ್ಟಿ"
"1 item in wish list","1 item in wish list"
"%1 items in wish list","%1 items in wish list"
"Wish List Search","ಇಚ್ಛಾಪಟ್ಟಿ ಹುಡುಕಿ"
"Select Search Type","Select Search Type"
"Reports","ವರದಿಗಳು"
"Customers","ಗ್ರಾಹಕರು"
"Customer Wish List Report","ಗ್ರಾಹಕರ ಇಚ್ಛಾಪಟ್ಟಿ ವರದಿ"
"Wish list ""%1"" was saved.","Wish list ""%1"" was saved."
"We can't create the wish list right now.","We can't create the wish list right now."
"Page not found.","ಪುಟವು ಕಂಡುಬಂದಿಲ್ಲ."
"""%1"" was copied to %2.","""%1"" was copied to %2."
"We can't find the item.","We can't find the item."
"""%1"" is already present in %2.","""%1"" is already present in %2."
"We can't copy ""%1"".","We can't copy ""%1""."
"We can't copy the wish list item.","We can't copy the wish list item."
"We can't find %1 items.","We can't find %1 items."
"We can't copy %1 items.","We can't copy %1 items."
"%1 items are already present in %2: %3.","%1 items are already present in %2: %3."
"%1 items were copied to %2: %3.","%1 items were copied to %2: %3."
"You can't delete the default wish list.","You can't delete the default wish list."
"Wish List ""%1"" has been deleted.","Wish List ""%1"" has been deleted."
"We can't delete the wish list right now.","We can't delete the wish list right now."
"""%1"" was moved to %2.","""%1"" was moved to %2."
"We can't find an item with this ID.","We can't find an item with this ID."
"We cannot move ""%1"".","We cannot move ""%1""."
"We can't move the wish list item.","We can't move the wish list item."
"%1 items cannot be moved: %2.","%1 items cannot be moved: %2."
"We can't move %1 items.","ನಾವು %1 ವಸ್ತುಗಳನ್ನು ಸರಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ."
"%1 items were moved to %2: %3.","%1 items were moved to %2: %3."
"%1 for ""%2""","%1 for ""%2"""
"We can't add the item to shopping cart.","ನಿಮ್ಮ ಶಾಪಿಂಗ್ ಬುಟ್ಟಿಗೆ ವಸ್ತುವನ್ನು ಸೇರಿಸಲು ನಮಗೆ ಸಾಧ್ಯವಾಗಲಿಲ್ಲ."
"We can't add the following product(s) to shopping cart: %1.","We can't add the following product(s) to shopping cart: %1."
"Product(s) %1 have required options. Each product can only be added individually.","Product(s) %1 have required options. Each product can only be added individually."
"%1 product(s) have been added to shopping cart: %2.","%1 product(s) have been added to shopping cart: %2."
"Please reenter your search options.","Please reenter your search options."
"We could not perform the search.","We could not perform the search."
"All Forms","All Forms"
"Owner Name","Owner Name"
"Owner Email","Owner Email"
"%1's Wish List","%1 ರ ಇಚ್ಛಾಪಟ್ಟಿ"
"%1's Wish List (%2)","%1 ರ ಇಚ್ಛಾಪಟ್ಟಿ(%2)"
"Please enter a valid email address.","ದಯವಿಟ್ಟು ಸರಿಯಾದ ಮಿಂಚೆ ವಿಳಾಸವನ್ನು ನಮೂದಿಸಿ."
"Please enter at least 2 letters of the first name.","ದಯವಿಟ್ಟು ಮೊದಲ ಹೆಸರಿನ ಕನಿಷ್ಟ ಎರಡು ಅಕ್ಷರಗಳನ್ನು ನಮೂದಿಸಿ."
"Please enter at least 2 letters of the last name.","ದಯವಿಟ್ಟು ಕೊನೆಯ ಹೆಸರಿನ ಕನಿಷ್ಟ ಎರಡು ಅಕ್ಷರಗಳನ್ನು ನಮೂದಿಸಿ."
